customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3376-BMGFE,f,0,Yes,No,4.0,Yes,No,dsl,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),70.9,273,Yes
5997-OPVFA,f,0,no,No,,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),89.05,6254.45,No
3445-HXXGF,Female,1,No,No,58.0,No,No phone service,Dsl,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Electronic check,45.3,2651.2,Yes
1159-WFSGR,fe male,0,Yes,Yes,16.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Electronic check,20.4,321.4,No
7654-YWJUF,m,0,no,No,43.0,Yes,No,dsl,Yes,No,Yes,Yes,No,No,1 Year,Yes,Bank transfer (automatic),84.25,3539.25,No
1875-QIVME,f,0,y,No,2.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,2 year,Yes,Electronic check,104.4,,Yes
6727-IOTLZ,f,0,y,No,14.0,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,Yes,month to month,No,Mailed check,81.95,1181.75,No
0691-JVSYA,FEMALE,0,Yes,No,53.0,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),94.85,5000.2,Yes
5918-VUKWP,Male,0,n,No,32.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Bank transfer (automatic),20.55,654.55,No
1744-JHKYS,Male,0,no,No,34.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Electronic check,24.7,780.2,No
2656-FMOKZ,fe male,1,y,No,15.0,Yes,Yes,Dsl,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,74.45,1145.7,Yes
2070-FNEXE,f,1,Yes,No,7.0,Yes,No,fiber,Yes,No,No,No,No,No,1 Year,No,Bank transfer (automatic),76.45,503.6,Yes
5947-SGKCL,m,0,y,Yes,15.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank transfer (automatic),105.35,1559.25,No
3712-PKXZA,Male,0,Yes,No,61.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,Yes,Credit card (automatic),20.55,,No
6317-YPKDH,m,0,no,No,1.0,No,No phone service,Fiberoptic,No,Yes,No,No,No,No,1 Year,,Bank transfer (automatic),29.95,29.95,Yes
6582-OIVSP,f,0,NO,No,1.0,Yes,No,dsl,No,No,No,No,No,No,1 Year,No,Mailed check,45.3,45.3,No
9367-WXLCH,m,0,n,No,8.0,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank transfer (automatic),84.5,662.65,Yes
5524-KHNJP,Female,0,YES,Yes,33.0,Yes,No,Dsl,Yes,No,Yes,No,Yes,Yes,1 Year,No,Credit card (automatic),74.75,2453.3,No
1918-ZBFQJ,m,0,Yes,No,13.0,Yes,No,fiber optic,No,Yes,Yes,No,No,No,Two Year,Yes,Electronic check,79.25,1111.65,Yes
1024-GUALD,Female,0,NO,,1.0,No,No phone service,fiber,No,No,No,No,No,No,One Year,,Electronic check,24.8,24.8,Yes
4827-USJHP,FEMALE,0,Yes,No,20.0,Yes,No,dsl,No,Yes,No,No,No,No,2 Year,Yes,Mailed check,51.8,1023.85,No
8167-GJLRN,Male,0,n,No,3.0,No,No phone service,dsl,No,No,No,Yes,No,No,2 Year,No,Electronic check,30.4,82.15,No
0956-SYCWG,f,0,YES,No,13.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,,Electronic check,19.65,244.8,No
8017-UVSZU,fe male,0,Yes,No,40.0,Yes,Yes,dsl,No,Yes,No,No,No,No,month to month,No,Credit card (automatic),56.6,,No
7100-FQPRV,Male,0,Yes,Yes,43.0,Yes,Yes,Fiberoptic,Yes,No,No,Yes,No,Yes,1 Year,Yes,Credit card (automatic),71.9,3173.35,No
2472-OVKUP,m,0,no,No,6.0,Yes,No,Fiberoptic,No,Yes,Yes,No,No,Yes,1 year,Yes,Electronic check,91.0,531,Yes
2984-RGEYA,f,0,Yes,Yes,,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Bank transfer (automatic),19.75,1375.4,No
9680-NIAUV,FEMALE,0,Yes,Yes,72.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit card (automatic),109.7,8129.3,No
2146-EGVDT,Male,0,No,Yes,59.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Credit card (automatic),19.3,1192.7,No
2604-IJPDU,Female,0,YES,No,20.0,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Electronic check,96.55,1901.65,No
9178-JHUVJ,FEMALE,0,NO,Yes,24.0,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Bank transfer (automatic),24.1,587.4,No
6168-YBYNP,FEMALE,0,Yes,No,59.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,month to month,Yes,Electronic check,111.35,6519.75,No
7255-SSFBC,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,2 Year,Yes,Bank transfer (automatic),112.25,8041.65,No
3645-DEYGF,Male,0,Yes,Yes,1.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,20.75,20.75,No
9323-HGFWY,Male,0,y,No,27.0,Yes,No,fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),101.9,2681.15,No
8544-GOQSH,m,0,NO,No,14.0,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit card (automatic),80.05,1112.3,No
3363-DTIVD,fe male,0,n,Yes,71.0,Yes,Yes,fiber,Yes,No,Yes,No,Yes,Yes,1 Year,No,Electronic check,105.55,7405.5,No
7018-WBJNK,FEMALE,0,Yes,Yes,13.0,Yes,No,Fiber Optic,No,No,No,No,Yes,No,1 Year,Yes,Credit card (automatic),78.3,,No
9142-KZXOP,Male,0,NO,No,44.0,Yes,No,Fiber Optic,No,No,No,No,No,No,1 year,No,Credit card (automatic),68.85,2958.95,No
7674-YTAFD,FEMALE,0,No,No,33.0,Yes,No,Dsl,No,Yes,No,Yes,No,No,Two Year,Yes,Bank transfer (automatic),79.95,2684.85,No
6348-SNFUS,Male,0,n,Yes,72.0,No,No phone service,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,1 Year,Yes,Credit card (automatic),55.45,,No
1285-OKIPP,FEMALE,0,Yes,No,1.0,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Month-to-Month,,Electronic check,79.9,79.9,Yes
7825-ECJRF,f,0,No,No,19.0,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic check,106.6,1934.45,Yes
1347-KTTTA,f,0,NO,,64.0,Yes,No,fiber,No,Yes,Yes,Yes,Yes,Yes,month to month,Yes,Credit card (automatic),102.45,6654.1,No
7841-TZDMQ,Male,0,Yes,,2.0,Yes,No,DSL,No,No,No,No,No,No,2 Year,Yes,Credit card (automatic),46.0,84.5,Yes
4195-NZGTA,m,0,no,No,1.0,No,No phone service,Dsl,No,No,No,No,No,No,Month-to-Month,No,Electronic check,25.25,25.25,No
7157-SMCFK,Male,0,no,Yes,61.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Mailed check,19.75,,No
4709-LKHYG,FEMALE,0,n,,29.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,,Electronic check,20.0,540.05,No
2504-DSHIH,Male,1,n,No,23.0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,2 year,No,Electronic check,,1975.85,No
0699-NDKJM,m,0,no,No,57.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,month to month,Yes,Bank transfer (automatic),58.75,3437.45,No
9286-BHDQG,fe male,0,NO,Yes,72.0,No,No phone service,fiber,Yes,Yes,Yes,Yes,No,No,2 Year,No,Credit card (automatic),45.25,3139.8,No
0230-WEQUW,f,0,No,No,66.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,2 year,Yes,Bank transfer (automatic),56.6,3789.2,No
2040-LDIWQ,Female,0,No,Yes,65.0,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),84.2,5324.5,No
6496-JDSSB,f,0,Yes,No,8.0,Yes,No,fiber optic,No,No,No,No,Yes,No,1 Year,,Bank transfer (automatic),80.0,624.6,No
9408-SSNVZ,FEMALE,0,n,No,4.0,Yes,No,fiber optic,No,No,No,No,No,No,One Year,Yes,Electronic check,,268.35,Yes
4443-EMBNA,FEMALE,0,Yes,No,71.0,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Bank transfer (automatic),24.75,1836.9,No
6469-MRVET,m,0,Yes,Yes,1.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Electronic check,20.2,20.2,No
0742-MOABM,FEMALE,0,Yes,,4.0,Yes,No,dsl,No,No,No,Yes,No,No,1 Year,No,Mailed check,50.05,179.35,Yes
5961-VUSRV,Female,0,Yes,No,12.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Bank transfer (automatic),19.35,219.35,No
6778-JFCMK,f,0,no,No,24.0,No,No phone service,dsl,Yes,No,No,No,Yes,Yes,month to month,Yes,Mailed check,50.6,1288.75,No
6341-JVQGF,fe male,0,NO,Yes,31.0,Yes,No,fiber optic,Yes,No,Yes,Yes,Yes,Yes,month to month,Yes,Mailed check,81.15,2545.75,No
2232-DMLXU,fe male,0,NO,No,1.0,Yes,No,dsl,No,No,No,No,Yes,No,Month-to-Month,No,Mailed check,55.2,55.2,Yes
4811-JBUVU,Male,0,YES,No,30.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,1 Year,Yes,Credit card (automatic),89.9,2723.15,No
0945-TSONX,f,0,No,Yes,47.0,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,1 year,Yes,Credit card (automatic),85.3,4107.25,No
2651-ZCBXV,Male,0,Yes,,54.0,Yes,Yes,fiber,Yes,Yes,No,Yes,Yes,Yes,1 year,Yes,Credit card (automatic),108.0,5760.65,No
3316-UWXUY,f,0,Yes,No,50.0,Yes,No,fiber,Yes,Yes,No,Yes,No,Yes,1 year,Yes,Credit card (automatic),93.5,4747.5,No
8937-RDTHP,fe male,0,Yes,No,1.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed check,84.6,84.6,Yes
7083-MIOPC,m,0,no,No,72.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Credit card (automatic),20.25,1566.9,No
1984-GPTEH,Female,0,YES,No,29.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Electronic check,25.15,702,No
1251-KRREG,fe male,0,Yes,No,2.0,Yes,Yes,dsl,No,Yes,No,No,No,No,1 Year,Yes,Mailed check,54.4,114.1,Yes
0621-JFHOL,Female,0,NO,No,10.0,No,No phone service,fiber,No,No,No,Yes,No,No,month to month,Yes,Mailed check,29.6,299.05,No
9903-LYSAB,f,0,y,No,18.0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Two Year,Yes,Electronic check,73.15,1305.95,No
0094-OIFMO,FEMALE,1,no,No,,Yes,No,fiber,No,Yes,No,No,Yes,Yes,One Year,Yes,Electronic check,95.0,1120.3,Yes
9227-UAQFT,Male,0,YES,No,,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,19.75,284.35,No
7301-ABVAD,fe male,0,no,No,,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,1 Year,No,Bank transfer (automatic),86.6,6350.5,No
6614-FHDBO,fe male,0,Yes,No,72.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank transfer (automatic),109.2,7878.3,No
7576-ASEJU,Male,0,no,Yes,41.0,Yes,No,fiber optic,Yes,No,No,Yes,Yes,Yes,1 year,Yes,Credit card (automatic),74.7,3187.65,No
9058-HRZSV,m,1,y,No,65.0,Yes,No,fiber,Yes,Yes,Yes,No,No,Yes,One Year,No,Electronic check,94.4,6126.15,No
4522-AKYLR,Male,1,No,No,13.0,Yes,No,DSL,No,Yes,Yes,No,No,No,1 year,Yes,Electronic check,54.8,731.3,No
0221-WMXNQ,f,1,YES,No,4.0,Yes,No,dsl,Yes,No,No,No,No,No,Two Year,,Electronic check,75.35,,No
0303-UNCIP,Male,0,no,No,41.0,Yes,Yes,dsl,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed check,65.0,2531.8,No
9947-OTFQU,Female,1,NO,No,15.0,Yes,No,Dsl,No,Yes,No,No,No,No,1 Year,Yes,Electronic check,74.4,1074.3,Yes
0322-YINQP,Male,0,y,No,1.0,Yes,No,Dsl,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed check,48.55,48.55,Yes
0959-WHOKV,Male,0,NO,No,42.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,2 year,Yes,Electronic check,99.0,4298.45,No
4075-JFPGR,m,0,no,No,,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,1 Year,Yes,Electronic check,93.5,4619.55,No
4629-NRXKX,m,0,Yes,Yes,2.0,Yes,No,DSL,No,No,No,No,No,No,Two Year,No,Electronic check,70.4,147.15,Yes
9514-JDSKI,Male,1,Yes,No,1.0,No,No phone service,fiber,No,Yes,No,No,Yes,No,1 Year,No,Electronic check,40.2,40.2,Yes
3282-ZISZV,Female,0,Yes,Yes,32.0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,2 year,No,Credit card (automatic),83.7,2633.3,No
3675-YDUPJ,Female,0,n,No,10.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,Yes,Mailed check,19.85,193.05,No
4111-BNXIF,Female,0,NO,Yes,67.0,No,No phone service,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic check,59.55,4103.9,No
7017-VFHAY,Male,0,n,Yes,61.0,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),115.1,,No
6655-LHBYW,fe male,0,no,No,50.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit card (automatic),114.35,,No
4959-JOSRX,Male,0,Yes,No,2.0,Yes,No,Dsl,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),44.6,80.55,Yes
5046-NUHWD,Female,1,YES,No,29.0,No,No phone service,fiber,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic check,45.0,1228.65,No
7273-TEFQD,Male,1,no,No,3.0,No,No phone service,fiber optic,No,No,Yes,No,No,Yes,1 Year,Yes,Electronic check,,132.2,Yes
3606-TWKGI,Male,1,Yes,No,13.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,1 Year,,Electronic check,106.9,1364.3,Yes
7529-ZDFXI,FEMALE,1,n,No,57.0,Yes,Yes,fiber optic,No,Yes,No,No,No,Yes,2 year,Yes,Electronic check,89.85,4925.35,No
7605-BDWDC,Female,0,NO,No,31.0,No,No phone service,fiber,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank transfer (automatic),49.85,1520.1,No
1950-KSVVJ,fe male,0,n,No,45.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,2 Year,No,Mailed check,113.3,5032.25,No
0123-CRBRT,m,0,Yes,Yes,61.0,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,1 year,No,Mailed check,88.1,5526.75,No
6292-TOSSS,Male,0,n,No,50.0,Yes,Yes,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Bank transfer (automatic),24.9,1195.25,No
3197-ARFOY,Male,1,y,,19.0,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,Yes,1 Year,Yes,Mailed check,105.0,,No
6323-AYBRX,Female,0,Yes,No,59.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,,Mailed check,19.35,1099.6,Yes
7014-ZZXAW,Male,0,Yes,No,71.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Credit card (automatic),24.25,1732.95,No
4385-GZQXV,m,1,no,No,16.0,Yes,No,dsl,No,No,No,Yes,Yes,Yes,1 Year,Yes,Electronic check,94.45,1511.2,Yes
7633-MVPUY,FEMALE,0,n,No,57.0,Yes,No,fiber,Yes,Yes,No,Yes,No,No,One Year,Yes,Electronic check,59.75,3450.15,No
6366-ZGQGL,fe male,0,Yes,No,1.0,No,No phone service,dsl,No,No,No,No,No,No,2 Year,No,Bank transfer (automatic),24.8,24.8,Yes
4716-HHKQH,m,1,No,No,20.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,2 year,No,Electronic check,107.05,2172.05,No
5940-AHUHD,Male,0,no,No,1.0,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Mailed check,70.6,70.6,Yes
6432-TWQLB,m,0,y,No,,Yes,Yes,dsl,No,Yes,No,Yes,No,No,Two Year,,Electronic check,85.4,401.1,Yes
4484-GLZOU,FEMALE,0,no,No,52.0,Yes,Yes,dsl,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic check,105.05,5624.85,Yes
3179-GBRWV,m,1,NO,No,21.0,Yes,No,fiber,Yes,Yes,No,No,No,Yes,2 year,Yes,Bank transfer (automatic),64.95,1339.8,No
8645-KWHJO,m,0,YES,No,14.0,No,No phone service,Fiberoptic,No,No,Yes,Yes,Yes,Yes,month to month,Yes,Electronic check,55.0,771.95,No
4130-MZLCC,Male,0,NO,No,5.0,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Two Year,No,Bank transfer (automatic),50.55,244.75,No
0314-TKOSI,Male,0,n,No,6.0,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,2 year,,Mailed check,55.15,322.9,No
8229-MYEJZ,Female,0,YES,No,10.0,Yes,No,Fiberoptic,No,Yes,No,No,No,No,1 Year,No,Electronic check,51.2,498.25,No
2080-SRCDE,f,0,No,Yes,1.0,Yes,Yes,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Mailed check,25.4,25.4,No
9577-WJVCQ,fe male,0,n,No,68.0,Yes,Yes,fiber,Yes,No,No,No,No,No,month to month,No,Mailed check,,3687.75,No
9512-UIBFX,Male,0,Yes,Yes,18.0,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,2 Year,No,Mailed check,95.15,1779.95,Yes
6202-DYYFX,Male,0,Yes,No,22.0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,month to month,,Credit card (automatic),76.0,,No
3808-HFKDE,Female,0,NO,No,20.0,Yes,No,Dsl,No,No,No,No,No,No,month to month,Yes,Electronic check,44.35,927.15,No
5583-SXDAG,Male,0,Yes,No,1.0,Yes,No,fiber,No,No,No,No,No,No,2 year,No,Electronic check,70.0,,Yes
3488-PGMQJ,Male,1,No,No,8.0,Yes,No,Fiber Optic,No,Yes,No,No,No,No,One Year,Yes,Electronic check,74.5,,Yes
3580-REOAC,Male,0,YES,No,10.0,Yes,No,Dsl,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),44.85,435.4,Yes
7534-BFESC,FEMALE,1,Yes,No,,Yes,Yes,DSL,No,No,No,No,No,No,One Year,Yes,Electronic check,76.1,1712.7,Yes
3727-OWVYD,FEMALE,0,No,,35.0,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,1 Year,No,Mailed check,61.2,2021.2,No
2294-SALNE,f,0,Yes,Yes,23.0,Yes,No,Dsl,No,Yes,Yes,Yes,No,No,One Year,No,Mailed check,86.8,1940.8,No
4847-TAJYI,fe male,1,Yes,No,6.0,Yes,No,Dsl,No,No,No,No,Yes,Yes,2 year,Yes,Electronic check,89.35,567.8,No
1563-IWQEX,Male,0,no,No,12.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,19.7,,No
8203-XJZRC,FEMALE,0,no,No,1.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Mailed check,20.25,20.25,No
6556-DBKZF,Male,0,Yes,Yes,71.0,Yes,No,fiber,No,No,Yes,No,No,No,2 year,,Electronic check,76.05,5436.45,No
6851-WEFYX,FEMALE,1,YES,No,35.0,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic check,100.8,3437.5,No
2985-JUUBZ,Female,0,Yes,Yes,40.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,2 year,Yes,Electronic check,74.55,3015.75,No
6390-DSAZX,Male,0,Yes,Yes,1.0,Yes,No,Fiberoptic,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed check,73.6,73.6,Yes
0895-LMRSF,Female,0,Yes,No,23.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Two Year,Yes,Bank transfer (automatic),64.9,1509.8,No
8098-LLAZX,Female,1,no,,4.0,Yes,Yes,dsl,No,No,No,No,Yes,Yes,month to month,Yes,Electronic check,95.45,396.1,Yes
8266-VBFQL,Male,0,no,No,4.0,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,month to month,Yes,Electronic check,90.4,356.65,No
8181-YHCMF,Female,0,no,Yes,68.0,No,No phone service,fiber,No,Yes,Yes,Yes,Yes,Yes,month to month,No,Credit card (automatic),60.3,4109,No
2240-HSJQD,m,0,NO,Yes,38.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Two Year,Yes,Mailed check,81.85,3141.7,No
1248-DYXUB,FEMALE,0,y,Yes,52.0,Yes,Yes,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,24.8,1229.1,No
0265-EDXBD,m,1,Yes,No,32.0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Electronic check,74.9,2303.35,Yes
4115-BNPJY,f,0,No,Yes,29.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,2 year,,Mailed check,75.55,2054.4,No
3167-SNQPL,Male,1,y,Yes,38.0,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,One Year,No,Electronic check,101.15,3741.85,No
4091-TVOCN,Male,0,YES,Yes,48.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,2 Year,Yes,Credit card (automatic),78.75,3682.45,No
1098-TDVUQ,Female,0,y,No,1.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,,Bank transfer (automatic),19.25,19.25,No
7277-OZCGZ,Male,0,Yes,No,22.0,Yes,No,fiber optic,Yes,No,No,Yes,No,Yes,month to month,Yes,Electronic check,89.05,1886.25,No
1557-EMYVT,Female,0,n,No,43.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,1 year,No,Credit card (automatic),115.05,4895.1,No
2799-ARNLO,fe male,1,n,No,5.0,Yes,No,dsl,No,No,No,No,No,No,2 year,Yes,Electronic check,69.35,341.6,No
7563-BIUPC,FEMALE,0,no,No,5.0,Yes,No,DSL,No,No,No,No,Yes,No,1 year,Yes,Electronic check,80.6,415.55,Yes
5027-YOCXN,f,0,Yes,Yes,51.0,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,1 Year,No,Credit card (automatic),110.05,5686.4,No
3973-SKMLN,f,0,No,No,71.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Credit card (automatic),19.9,1355.1,No
2321-OMBXY,f,0,n,Yes,38.0,Yes,No,dsl,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit card (automatic),80.3,3058.65,Yes
2840-XANRC,f,1,Yes,No,24.0,Yes,No,fiber,No,No,Yes,No,Yes,Yes,1 year,Yes,Electronic check,93.15,2231.05,Yes
6745-JEFZB,FEMALE,0,n,No,35.0,Yes,Yes,Dsl,No,No,No,Yes,Yes,No,2 Year,Yes,Credit card (automatic),91.5,3236.35,No
5020-ZSTTY,Male,1,YES,No,54.0,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,1 year,No,Bank transfer (automatic),82.45,4350.1,Yes
9880-TDQAC,fe male,0,No,Yes,72.0,No,No phone service,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,1 Year,Yes,Electronic check,60.0,4264,No
8705-WZCYL,FEMALE,0,NO,No,1.0,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,,44.8,No
7102-JJVTX,Male,0,NO,Yes,9.0,Yes,No,fiber,Yes,No,No,No,No,No,Month-to-Month,No,Mailed check,48.6,,No
8626-PTQGE,Male,0,Yes,No,69.0,No,No phone service,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,month to month,Yes,Bank transfer (automatic),60.05,4176.7,No
4983-CLMLV,Male,0,Yes,No,52.0,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),102.7,,No
5701-YVSVF,Male,1,no,No,11.0,Yes,No,dsl,No,No,No,Yes,Yes,No,1 year,,Electronic check,82.9,,No
5804-LEPIM,m,1,n,No,2.0,Yes,No,Fiberoptic,No,No,No,No,No,No,month to month,Yes,Electronic check,70.35,139.05,Yes
5697-GOMBF,m,1,y,Yes,28.0,No,No phone service,Fiberoptic,No,No,No,No,Yes,No,1 year,Yes,Electronic check,35.9,973.65,No
2739-CACDQ,FEMALE,1,no,No,,Yes,Yes,dsl,No,No,Yes,No,No,No,One Year,Yes,Credit card (automatic),82.65,1470.05,No
9385-EHGDO,fe male,0,y,Yes,35.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Mailed check,,739.35,No
9498-FIMXL,Female,0,n,No,8.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Mailed check,19.2,161.95,No
2379-GYFLQ,FEMALE,0,YES,No,,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,2 Year,,Credit card (automatic),94.9,4422.95,No
0122-OAHPZ,fe male,0,Yes,No,7.0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,73.85,511.25,Yes
2868-SNELZ,f,0,y,No,2.0,Yes,Yes,fiber,No,No,Yes,No,No,No,1 Year,No,Mailed check,80.6,155.8,Yes
4322-RCYMT,Female,0,n,Yes,68.0,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,No,Yes,1 Year,,Bank transfer (automatic),75.8,5293.95,Yes
